Date,NIFTY50,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,ETERNAL,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JIOFIN,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2025-06-02,24716.599609375,2518.80004882813,1468.0,6915.5,2266.69995117188,1194.40002441406,8513.5,2029.0,911.849975585938,387.5,1854.09997558594,316.600006103516,5605.0,1470.19995117188,399.700012207031,1247.69995117188,5361.0,241.199996948242,2524.10009765625,1631.5,966.049987792969,766.700012207031,4232.2998046875,631.099975585938,2371.60009765625,1450.5,812.700012207031,1553.80004882813,419.299987792969,286.450012207031,978.799987792969,412.720001220703,3679.60009765625,3025.89990234375,12290.0,1203.15002441406,332.549987792969,238.309997558594,293.049987792969,1413.69995117188,1802.5,813.650024414063,642.549987792969,1674.59997558594,1120.40002441406,159.039993286133,3449.80004882813,1549.09997558594,3525.5,5621.5,11195.0,247.679992675781
2025-06-03,24542.5,2470.89990234375,1432.30004882813,6812.5,2255.69995117188,1181.5,8563.0,1991.90002441406,897.900024414063,386.0,1841.30004882813,309.75,5575.5,1473.19995117188,392.850006103516,1248.30004882813,5354.0,237.699996948242,2552.39990234375,1630.40002441406,962.299987792969,757.900024414063,4208.60009765625,632.0,2352.30004882813,1437.90002441406,800.849975585938,1543.0,416.950012207031,283.899993896484,973.799987792969,408.899993896484,3644.80004882813,3046.5,12128.0,1195.69995117188,328.25,237.270004272461,288.25,1405.5,1775.30004882813,809.799987792969,648.25,1667.5,1114.59997558594,157.350006103516,3405.19995117188,1543.80004882813,3519.80004882813,5590.0,11035.0,246.220001220703
2025-06-04,24620.19921875,2489.39990234375,1436.19995117188,6855.0,2249.0,1171.0,8563.5,1956.09997558594,898.700012207031,390.600006103516,1875.40002441406,311.549987792969,5542.0,1471.90002441406,394.600006103516,1251.90002441406,5319.5,245.679992675781,2549.69995117188,1626.09997558594,970.599975585938,758.799987792969,4200.60009765625,635.849975585938,2364.5,1431.0,814.349975585938,1551.19995117188,417.0,290.350006103516,968.549987792969,409.260009765625,3626.5,3053.39990234375,12163.0,1198.75,329.25,238.050003051758,288.549987792969,1423.5,1775.90002441406,806.5,641.200012207031,1664.90002441406,1124.40002441406,158.179992675781,3380.89990234375,1556.69995117188,3499.80004882813,5506.5,11033.0,246.860000610352
2025-06-05,24750.900390625,2504.39990234375,1456.69995117188,6876.0,2243.5,1159.0,8557.5,1944.0,893.400024414063,393.5,1878.80004882813,309.799987792969,5600.0,1489.80004882813,394.899993896484,1290.59997558594,5308.5,256.559997558594,2554.39990234375,1632.40002441406,974.799987792969,761.599975585938,4178.89990234375,637.25,2376.39990234375,1454.80004882813,803.200012207031,1554.30004882813,419.100006103516,291.5,968.75,407.980010986328,3642.60009765625,3041.60009765625,12126.0,1200.65002441406,328.649993896484,237.770004272461,294.25,1442.40002441406,1774.80004882813,806.0,651.450012207031,1683.09997558594,1111.90002441406,157.970001220703,3371.10009765625,1562.80004882813,3504.0,5673.0,11159.0,247.940002441406
2025-06-06,25003.05078125,2534.19995117188,1471.69995117188,6942.5,2245.19995117188,1194.59997558594,8637.0,1990.0,937.150024414062,390.700012207031,1870.19995117188,316.700012207031,5607.5,1504.19995117188,398.950012207031,1320.90002441406,5394.0,261.859985351563,2574.39990234375,1637.69995117188,989.349975585938,755.099975585938,4268.0,650.150024414063,2389.80004882813,1459.69995117188,822.849975585938,1563.80004882813,421.049987792969,294.0,1004.90002441406,414.679992675781,3656.30004882813,3106.5,12462.0,1208.59997558594,332.850006103516,240.059997558594,295.799987792969,1443.5,1780.59997558594,813.049987792969,688.25,1679.19995117188,1115.59997558594,157.490005493164,3384.19995117188,1571.09997558594,3559.89990234375,5777.0,11253.0,248.589996337891
2025-06-09,25103.19921875,2582.10009765625,1467.09997558594,6932.0,2247.89990234375,1219.90002441406,8641.0,2017.40002441406,960.75,392.450012207031,1865.09997558594,320.399993896484,5697.0,1506.59997558594,401.0,1319.09997558594,5391.0,256.839996337891,2608.5,1648.30004882813,989.450012207031,760.400024414063,4349.39990234375,650.799987792969,2393.19995117188,1434.80004882813,836.650024414063,1572.90002441406,423.049987792969,304.25,1008.0,427.640014648438,3678.89990234375,3087.39990234375,12637.0,1207.65002441406,337.100006103516,242.800003051758,300.5,1448.80004882813,1790.80004882813,820.049987792969,698.0,1694.40002441406,1121.19995117188,157.320007324219,3421.89990234375,1579.09997558594,3533.89990234375,5913.5,11260.0,251.289993286133
2025-06-10,25104.25,2613.10009765625,1473.80004882813,6918.5,2218.89990234375,1232.80004882813,8626.0,1998.09997558594,949.75,397.399993896484,1857.09997558594,320.100006103516,5667.0,1510.80004882813,399.549987792969,1348.80004882813,5377.5,255.679992675781,2708.0,1668.09997558594,982.650024414062,762.450012207031,4379.0,658.349975585938,2395.19995117188,1422.90002441406,845.049987792969,1596.0,427.0,302.799987792969,1003.09997558594,430.220001220703,3679.80004882813,3067.5,12520.0,1215.69995117188,339.200012207031,244.679992675781,301.049987792969,1438.5,1785.5,817.049987792969,700.400024414063,1688.80004882813,1115.09997558594,155.679992675781,3462.89990234375,1610.90002441406,3524.19995117188,5814.0,11391.0,254.869995117188
2025-06-11,25141.400390625,2581.19995117188,1456.40002441406,6927.5,2208.80004882813,1231.40002441406,8719.0,2012.90002441406,942.5,392.899993896484,1860.19995117188,333.850006103516,5650.0,1521.69995117188,402.100006103516,1351.09997558594,5352.0,257.070007324219,2722.19995117188,1721.90002441406,975.200012207031,764.200012207031,4410.2998046875,655.200012207031,2376.39990234375,1431.0,836.299987792969,1631.09997558594,426.149993896484,302.649993896484,1007.09997558594,429.059997558594,3684.80004882813,3080.69995117188,12452.0,1209.59997558594,338.100006103516,247.320007324219,295.450012207031,1448.90002441406,1799.30004882813,815.049987792969,686.049987792969,1690.59997558594,1104.30004882813,156.410003662109,3471.89990234375,1637.5,3541.60009765625,5776.5,11464.0,258.920013427734
2025-06-12,24888.19921875,2543.69995117188,1445.80004882813,6996.5,2219.39990234375,1212.90002441406,8567.0,2028.80004882813,936.849975585938,387.399993896484,1844.19995117188,318.649993896484,5569.5,1502.80004882813,392.700012207031,1362.69995117188,5315.5,251.559997558594,2689.10009765625,1701.19995117188,971.700012207031,754.5,4362.7998046875,651.049987792969,2332.69995117188,1425.19995117188,829.900024414063,1608.59997558594,421.0,296.0,995.650024414062,425.359985351563,3603.89990234375,3019.19995117188,12390.0,1192.80004882813,333.700012207031,247.880004882813,289.0,1441.59997558594,1766.0,805.950012207031,668.049987792969,1687.40002441406,1085.09997558594,152.889999389648,3434.19995117188,1644.40002441406,3452.69995117188,5627.5,11323.0,259.609985351563
2025-06-13,24718.599609375,2507.89990234375,1405.0,6994.5,2214.19995117188,1205.80004882813,8463.5,2011.0,933.099975585938,394.200012207031,1840.40002441406,312.299987792969,5570.0,1505.19995117188,391.200012207031,1362.5,5319.0,249.080001831055,2663.80004882813,1695.30004882813,958.799987792969,752.849975585938,4333.7998046875,641.799987792969,2319.0,1416.09997558594,816.849975585938,1602.0,413.899993896484,294.049987792969,987.25,421.480010986328,3587.39990234375,3006.0,12408.0,1188.40002441406,331.950012207031,251.509994506836,285.5,1427.90002441406,1755.19995117188,792.349975585938,667.150024414063,1687.80004882813,1078.40002441406,152.130004882813,3445.69995117188,1659.0,3421.89990234375,5590.0,11224.0,260.209991455078
2025-06-16,24946.5,2544.0,1400.59997558594,7114.0,2244.80004882813,1215.40002441406,8529.5,2028.19995117188,938.0,403.850006103516,1861.30004882813,316.399993896484,5560.5,1527.0,394.350006103516,1346.80004882813,5365.0,252.149993896484,2704.89990234375,1723.0,967.700012207031,770.549987792969,4364.5,649.599975585938,2327.39990234375,1426.90002441406,821.25,1623.80004882813,418.200012207031,294.149993896484,1003.79998779297,427.799987792969,3628.69995117188,3023.60009765625,12530.0,1194.90002441406,333.700012207031,256.790008544922,288.649993896484,1437.80004882813,1797.80004882813,792.5,676.150024414063,1685.30004882813,1083.40002441406,154.169998168945,3496.30004882813,1693.90002441406,3438.10009765625,5679.5,11495.0,262.890014648438
2025-06-17,24853.400390625,2488.5,1392.30004882813,7006.5,2264.80004882813,1215.09997558594,8494.5,2003.30004882813,923.0,401.75,1854.80004882813,312.799987792969,5568.5,1503.5,391.299987792969,1318.80004882813,5341.0,247.25,2671.39990234375,1729.59997558594,964.799987792969,773.950012207031,4371.0,641.700012207031,2328.60009765625,1423.19995117188,809.150024414063,1639.90002441406,417.399993896484,289.799987792969,999.650024414062,427.359985351563,3622.30004882813,3007.19995117188,12595.0,1181.0,335.200012207031,252.309997558594,288.549987792969,1431.19995117188,1800.19995117188,792.299987792969,665.0,1650.19995117188,1071.59997558594,152.600006103516,3515.30004882813,1718.59997558594,3405.69995117188,5626.5,11383.0,262.910003662109
2025-06-18,24812.05078125,2459.10009765625,1372.59997558594,6933.5,2281.39990234375,1221.0,8468.0,1981.40002441406,919.0,400.5,1865.90002441406,315.850006103516,5572.5,1498.09997558594,390.350006103516,1313.30004882813,5393.0,248.410003662109,2675.39990234375,1715.90002441406,966.950012207031,766.200012207031,4357.89990234375,645.349975585938,2297.30004882813,1412.59997558594,850.5,1632.90002441406,415.899993896484,288.149993896484,986.349975585938,426.480010986328,3601.5,3041.10009765625,12748.0,1170.40002441406,332.399993896484,250.360000610352,287.299987792969,1430.09997558594,1797.19995117188,791.900024414063,662.099975585938,1648.0,1065.19995117188,152.110000610352,3451.39990234375,1710.69995117188,3467.80004882813,5735.0,11406.0,261.589996337891
2025-06-19,24793.25,2420.60009765625,1338.0,7009.5,2268.0,1217.5,8496.0,1967.59997558594,900.5,398.549987792969,1877.0,313.450012207031,5558.0,1484.0,384.25,1326.09997558594,5493.5,249.419998168945,2693.19995117188,1713.90002441406,967.650024414062,761.849975585938,4384.2998046875,641.349975585938,2294.19995117188,1411.30004882813,837.5,1618.40002441406,416.0,284.100006103516,996.049987792969,429.279998779297,3621.10009765625,3094.80004882813,12806.0,1159.44995117188,330.049987792969,251.559997558594,286.450012207031,1433.30004882813,1789.40002441406,785.099975585938,652.200012207031,1647.59997558594,1088.30004882813,151.0,3424.0,1684.0,3505.39990234375,5723.5,11420.0,265.579986572266
2025-06-20,25112.400390625,2448.39990234375,1349.30004882813,7063.5,2285.69995117188,1220.69995117188,8371.0,1986.19995117188,905.0,408.25,1936.69995117188,313.5,5587.0,1499.69995117188,389.049987792969,1325.30004882813,5525.0,253.330001831055,2712.60009765625,1739.90002441406,982.349975585938,778.950012207031,4338.5,649.150024414063,2306.19995117188,1427.09997558594,840.25,1622.90002441406,418.549987792969,294.25,1005.54998779297,433.959991455078,3662.0,3184.39990234375,12791.0,1180.19995117188,335.200012207031,251.889999389648,293.100006103516,1466.19995117188,1810.90002441406,796.150024414063,666.349975585938,1665.09997558594,1100.19995117188,151.970001220703,3435.69995117188,1696.09997558594,3519.0,5897.5,11458.0,266.540008544922
